fec_candidate_id,candidate_name,committee_id,committee_name,designation,designation_full,committee_type,committee_type_full,is_principal
S6NJ00396,"RIVERA, NATALIE",C00937409,NATALIE RIVERA FOR US SENATE 2026,P,Principal campaign committee,S,Senate,True
S6ME00365,"RODRIGUEZ, DAIRA",C00916189,DAIRA FOR MAINE,P,Principal campaign committee,S,Senate,True
S0CO00617,"RODRIGUEZ, JOSHUA",C00720250,JOSHUA FOR COLORADO,A,Authorized by a candidate,S,Senate,False
S0CO00617,"RODRIGUEZ, JOSHUA",C00757534,JOSHUA RODRIGUEZ FOR UNITY,P,Principal campaign committee,P,Presidential,True
S0AZ00509,"RODRIGUEZ, JOSHUA",C00757534,JOSHUA RODRIGUEZ FOR UNITY,P,Principal campaign committee,P,Presidential,True
S4TX00607,"RODRIGUEZ-PRILLIMAN, HELI",C00817692,HELI FOR TEXAS,P,Principal campaign committee,H,House,True
S6IL00631,"RODRIQUEZ, ADAIR",C00917260,ADAIR FOR ILLINOIS,P,Principal campaign committee,S,Senate,True
S4MI00595,"ROGERS, MICHAEL J",C00829457,ROGERS FOR MI SENATE REPUBLICAN NOMINEE FUND 2024,A,Authorized by a candidate,S,Senate,False
S4MI00595,"ROGERS, MICHAEL J",C00849810,ROGERS FOR SENATE,P,Principal campaign committee,S,Senate,True
S8IN00189,"ROKITA, THEODORE EDWARD",C00476192,"HOOSIERS FOR ROKITA, INC.",P,Principal campaign committee,S,Senate,True
S4FL00561,"ROMAGNANO, CHASE ANDERSON MR.",C00837799,CITIZENS FOR ANDY ROMAGNANO,P,Principal campaign committee,S,Senate,True
S6KY00369,"ROMANS, DALE",C00925578,DALE ROMANS FOR KENTUCKY,P,Principal campaign committee,S,Senate,True
S8UT00176,"ROMNEY, WILLARD MITT MR",C00670695,ROMNEY FOR UTAH INC,P,Principal campaign committee,S,Senate,True
S6OH00403,"ROSE, DAKOTA",C00923359,FRIENDS OF DAKOTA ROSE,P,Principal campaign committee,S,Senate,True
S4NM00118,"ROSE, JERRY",C00765362,COMMITTEE TO ELECT JERRY ROSE FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4CA00704,"ROSE, JOHN",C00844654,ROSE FOR US,P,Principal campaign committee,S,Senate,True
S4CA00712,"ROSE, JOHN DAVID",C00844654,ROSE FOR US,P,Principal campaign committee,S,Senate,True
S8MT00234,"ROSENDALE, MATT MR.",C00689471,FOUNDERS COMMITTEE; THE,J,Joint fundraising committee,S,Senate,False
S8MT00234,"ROSENDALE, MATT MR.",C00548289,MATT ROSENDALE FOR MONTANA,P,Principal campaign committee,H,House,True
S8NV00156,"ROSEN, JACKY",C00660639,2018 SENATE IMPACT,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00661314,ARIZONA NEVADA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00631960,BLUE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00677468,GREEN SENATE IMPACT 2018,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00633925,JUSTICE 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8NV00156,"ROSEN, JACKY",C00606939,ROSEN FOR NEVADA,P,Principal campaign committee,S,Senate,True
S8NV00156,"ROSEN, JACKY",C00662114,SENATE IMPACT 2018,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00665265,SENATE IMPACT: FL & NV,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00681460,SENATE IMPACT: MN & NV,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00672519,SENATE IMPACT: TN & NV,J,Joint fundraising committee,S,Senate,False
S8NV00156,"ROSEN, JACKY",C00685057,WOMEN ON THE ROAD 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8NV00156,"ROSEN, JACKY",C00672840,WOMEN ON THE ROAD SEATTLE 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6ID00138,"ROTH, DAVID JORDAN",C00839720,DAVID ROTH FOR IDAHO,P,Principal campaign committee,S,Senate,True
S4SD00049,"ROUNDS, MIKE",C00561845,2014 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00701243,2019 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00548123,BARRASSO ROUNDS VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00563783,CASSIDY ROUNDS VICTORY COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00563858,FOUNDERS SENATE CANDIDATE COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4SD00049,"ROUNDS, MIKE",C00705566,FRIENDS OF MIKE ROUNDS,A,Authorized by a candidate,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00532465,ROUNDS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4SD00049,"ROUNDS, MIKE",C00562751,SCOTT CAPITO ROUNDS VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00566661,SIX IN '14 FUND,J,Joint fundraising committee,S,Senate,False
S4SD00049,"ROUNDS, MIKE",C00568808,WESTERN STATES VICTORY COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6ID00153,"ROY, JOSHUA S",C00928424,JOSH ROY FOR IDAHO,P,Principal campaign committee,S,Senate,True
S4NY00370,"ROZLER, JEFFREY P.",C00854505,JEFFREY ROZLER COMMITTEE,P,Principal campaign committee,S,Senate,True
S0FL00338,"RUBIO, MARCO",C00488890,2010 SENATE VICTORY COMMITTEE,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00482729,CONSERVATIVE JOINT VICTORY FUND 2010,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00487975,FLORIDA VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00626713,FOUNDERS COMMITTEE; THE,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00488874,FOUNDERS JOINT CANDIDATE COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00476648,FRIENDS OF DEMINT & RUBIO,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00490227,LEADER'S PROJECT; THE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00485763,LEGACY VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00487868,MAJORITY PARTNERSHIP FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00458844,MARCO RUBIO FOR PRESIDENT,P,Principal campaign committee,P,Presidential,True
S0FL00338,"RUBIO, MARCO",C00620518,MARCO RUBIO FOR SENATE,P,Principal campaign committee,S,Senate,True
S0FL00338,"RUBIO, MARCO",C00671925,PROTECT THE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00519736,RUBIO/RECLAIM AMERICA JOINT COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00484428,RUBIO RIVERA 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00485193,RUBIO VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00494617,RUBIO VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0FL00338,"RUBIO, MARCO",C00625764,SAVE OUR SENATE COMMITTEE,J,Joint fundraising committee,S,Senate,False
S0FL00338,"RUBIO, MARCO",C00484832,US SENATE VICTORY COMMITTEE 2010,J,Joint fundraising committee,S,Senate,False
S4MN00486,"RUOHO, MIKE",C00819672,MIKE RUOHO FOR SENATE,P,Principal campaign committee,S,Senate,True
S6AR00181,"RUSSELL, JAMES RICHARD MR III",C00918136,COMMITTEE TO ELECT JAMES RUSSELL,P,Principal campaign committee,S,Senate,True
S6OR05192,"RYAN, JACOB",C00907071,JAKE RYAN FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6IL00581,"RYAN, KEVIN",C00907774,PEOPLE OF ILLINOIS & KEVIN RYAN,P,Principal campaign committee,S,Senate,True
S2OH00402,"RYAN, TIMOTHY",C00777771,WORKERS FIRST PAC,U,Unauthorized,N,PAC - Nonqualified,False
S6IA00256,"SAGE, NATHAN",C00902494,SAGE FOR SENATE,P,Principal campaign committee,S,Senate,True
S4NY00271,"SALEM, KHALED",C00749226,KHALED SALEM,P,Principal campaign committee,S,Senate,True
S0NY00667,"SALEM, KHALED MR",C00749226,KHALED SALEM,P,Principal campaign committee,S,Senate,True
S4MI00611,"SAMUEL, BENSSON",C00854968,SAMUELSON SENATE  COMMITTEE,P,Principal campaign committee,S,Senate,True
S6CA00691,"SANCHEZ, LORETTA",C00590034,CALIFORNIANS ALLIED FOR LEADERSHIP (CAL) PAC,U,Unauthorized,O,Super PAC (Independent Expenditure-Only),False
S6CA00691,"SANCHEZ, LORETTA",C00578344,LORETTA SANCHEZ FOR SENATE,P,Principal campaign committee,S,Senate,True
S0NM00116,"SANCHEZ, LOUIE J",C00732693,SANCHEZ FOR NEW MEXICO,P,Principal campaign committee,S,Senate,True
S2FL00623,"SANCHEZ, WILLIAM",C00765750,WILLIAM SANCHEZ FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4VT00033,"SANDERS, BERNARD",C00555615,COLLECTIVE ACTIONS PAC,U,Unauthorized,O,Super PAC (Independent Expenditure-Only),False
S4VT00033,"SANDERS, BERNARD",C00411330,FRIENDS OF BERNIE SANDERS,P,Principal campaign committee,S,Senate,True
S4VT00033,"SANDERS, BERNARD",C00426650,SAIL TO VICTORY 2006,J,Joint fundraising committee,S,Senate,False
S4FL00488,"SANSCRAINTE, MATTHEW ALEXANDER MR",C00841692,SANSCRAINTE FOR FLORIDA,P,Principal campaign committee,S,Senate,True
S4NY00404,"SAPRAICONE, MICHAEL",C00846451,SAPRAICONE FOR SENATE,P,Principal campaign committee,S,Senate,True
S2NY00325,"SARE, DIANE WILSON MS",C00751826,SARE FOR SENATE,P,Principal campaign committee,S,Senate,True
S4NE00090,"SASSE, BENJAMIN E.",C00701243,2019 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4NE00090,"SASSE, BENJAMIN E.",C00547976,"BEN SASSE FOR U.S. SENATE, INC.",P,Principal campaign committee,S,Senate,True
S4NE00090,"SASSE, BENJAMIN E.",C00705707,FRIENDS OF BEN SASSE,A,Authorized by a candidate,S,Senate,False
S4NE00090,"SASSE, BENJAMIN E.",C00558247,LEGACY VICTORY COMMITTEE 2014,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4NE00090,"SASSE, BENJAMIN E.",C00568402,NEW SENATE MAJORITY 2014,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4MI00579,"SAVAGE, SHARON MAUREEN",C00848879,SHARON SAVAGE FOR SENATE,P,Principal campaign committee,S,Senate,True
S6CO00457,"SCANLON, MICHAEL",C00913442,SCANLON FOR COLORADO,P,Principal campaign committee,S,Senate,True
S0DE00175,"SCARANE, JESSICA",C00727263,JESS SCARANE FOR DELAWARE,P,Principal campaign committee,S,Senate,True
S4NJ00474,"SCAZZOLA, VICTOR JOSEPH",C00859124,PEOPLE POWER PARTNERS FOR VICTOR JOSEPH SCAZZOLA,P,Principal campaign committee,S,Senate,True
S4HI00136,"SCHATZ, BRIAN",C00547950,ALASKA-HAWAII VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4HI00136,"SCHATZ, BRIAN",C00558015,DELAWARE HAWAII VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4HI00136,"SCHATZ, BRIAN",C00563569,HAWAII MICHIGAN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4HI00136,"SCHATZ, BRIAN",C00568873,HAWAII SENATE VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4HI00136,"SCHATZ, BRIAN",C00540732,SCHATZ FOR SENATE,P,Principal campaign committee,S,Senate,True
S4HI00136,"SCHATZ, BRIAN",C00569210,SCHATZ TAKAI VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4HI00136,"SCHATZ, BRIAN",C00558148,SENATE VICTORY FUND 2014,J,Joint fundraising committee,S,Senate,False
S4HI00136,"SCHATZ, BRIAN",C00545145,STAY BLUE 2014,J,Joint fundraising committee,S,Senate,False
S4CA00555,"SCHIFF, ADAM",C00343871,SCHIFF FOR SENATE,P,Principal campaign committee,S,Senate,True
S6KS00288,"SCHMIDT, PATRICK",C00937599,PATRICK SCHMIDT FOR SENATE,P,Principal campaign committee,S,Senate,True
S2MO00544,"SCHMITT, ERIC",C00773184,SCHMITT FOR MO SENATE REPUBLICAN NOMINEE FUND 2022,A,Authorized by a candidate,S,Senate,False
S2MO00544,"SCHMITT, ERIC",C00775015,SCHMITT FOR SENATE,P,Principal campaign committee,S,Senate,True
S6TX00321,"SCHMOKER, TONY",C00894907,TONY SCHMOKER FOR SENATE,P,Principal campaign committee,S,Senate,True
S6IA00264,"SCHOLTEN, JAMES",C00907170,SCHOLTEN FOR IOWA,P,Principal campaign committee,S,Senate,True
S2SD00134,"SCHUBERT, PATRICK WILLIAM MR. SR",C00794073,PATRICK W SCHUBERT SR COMMITTEE TO ELECT,P,Principal campaign committee,S,Senate,True
S8NY00082,"SCHUMER, CHARLES E.",C00346312,FRIENDS OF SCHUMER,P,Principal campaign committee,S,Senate,True
S8NY00082,"SCHUMER, CHARLES E.",C00485946,NEW YORK SENATE VICTORY 2010,J,Joint fundraising committee,S,Senate,False
S8NY00082,"SCHUMER, CHARLES E.",C00327270,SCHUMER '98,A,Authorized by a candidate,S,Senate,False
S8NY00082,"SCHUMER, CHARLES E.",C00340323,VICTORY IN NEW YORK,J,Joint fundraising committee,X,Party - Nonqualified,False
S8NY00082,"SCHUMER, CHARLES E.",C00340778,WIN NEW YORK,J,Joint fundraising committee,X,Party - Nonqualified,False
S6IL00698,"SCHWARTZBERG, STEVEN J",C00942805,"STEVE SCHWARTZBERG FOR US SENATE CAMPAIGN COMMITTEE, INC.",P,Principal campaign committee,S,Senate,True
S6MN00457,"SCHWARZE, ADAM",C00898817,SCHWARZE FOR SENATE,P,Principal campaign committee,S,Senate,True
S6MI00434,"SCOTT, GENEVIEVE",C00903427,SCOTT FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4MD00590,"SCOTT, MIKE",C00865204,MIKE SCOTT FOR SENATE,P,Principal campaign committee,S,Senate,True
S8FL00273,"SCOTT, RICK SEN",C00689471,FOUNDERS COMMITTEE; THE,J,Joint fundraising committee,S,Senate,False
S8FL00273,"SCOTT, RICK SEN",C00676965,RICK SCOTT FOR FLORIDA,P,Principal campaign committee,S,Senate,True
S8FL00273,"SCOTT, RICK SEN",C00676957,RICK SCOTT VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4SC00240,"SCOTT, TIMOTHY E.",C00543637,2013 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00561845,2014 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00576280,2015 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00546168,BARRASSO SCOTT VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00548396,MISSISSIPPI MAJORITY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S4SC00240,"SCOTT, TIMOTHY E.",C00546259,RESTORE OUR MAJORITY 2013,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00562751,SCOTT CAPITO ROUNDS VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00549360,SCOTT COTTON DAINES VICTORY FUND (SCDVF),J,Joint fundraising committee,N,PAC - Nonqualified,False
S4SC00240,"SCOTT, TIMOTHY E.",C00565051,SCOTT ROBERTS GARDNER ERNST VICTORY FUND (SRGE VICTORY FUND),J,Joint fundraising committee,S,Senate,False
S4SC00240,"SCOTT, TIMOTHY E.",C00540302,TIM SCOTT FOR AMERICA,P,Principal campaign committee,S,Senate,True
S6LA00573,"SEIDEN, KATHY W",C00921536,SEIDEN FOR SENATE,P,Principal campaign committee,S,Senate,True
S4NJ00441,"SERRANO GLASSNER, CHRISTINE",C00852186,CHRISTINE SERRANO GLASSNER FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S4NJ00441,"SERRANO GLASSNER, CHRISTINE",C00850891,GOLD BAR PAC,D,Leadership PAC,N,PAC - Nonqualified,False
S0TN00144,"SETHI, DR. MANNY",C00708628,DR MANNY FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4MD00277,"SEUFERER, STEVEN HENRY",C00827733,STEVEN HENRY SEUFERER FOR CONGRESS,P,Principal campaign committee,S,Senate,True
S4OH00218,"SHABAZZ, TARIQ",C00843490,TARIQ SHABAZZ FOR US SENATE 2024,P,Principal campaign committee,S,Senate,True
S0NH00219,"SHAHEEN, JEANNE",C00451716,2008 WOMEN SENATE FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00567040,BLUE SENATE 2014,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00452227,BRINGING GOVERNORS TO THE SENATE,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00450296,BUILDING OUR SENATE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00568592,CANTWELL FOR WOMEN IN THE SENATE 2014,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00378042,CARNAHAN LANDRIEU AND SHAHEEN 2002,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00447722,CITIZENS FOR A STRONGER SENATE,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00455519,COAST TO COAST SENATE 2008,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00555391,COAST TO COAST VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00541102,COLORADO NEW HAMPSHIRE VICTORY,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00446724,COMMITTEE FOR A BETTER FUTURE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00375402,DASCHLE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00447847,DEMOCRATIC SENATE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00436212,DRAFT SHAHEEN COMMITTEE,U,Unauthorized,U,Single Candidate Independent Expenditure,False
S0NH00219,"SHAHEEN, JEANNE",C00560870,GEORGIA NEW HAMPSHIRE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00567529,GRASSROOTS VICTORY PROJECT 2014,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00439075,JEANNE SHAHEEN FOR SENATE,A,Authorized by a candidate,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00451021,LOUISIANA AND NEW HAMPSHIRE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00454090,MICHIGAN CITIZENS FOR A SAFE ISRAEL,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00448647,NEW HAMPSHIRE / NEW MEXICO VICTORY 2008,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00368787,NEW HAMPSHIRE SENATE 2002,J,Joint fundraising committee,X,Party - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00547133,NORTH CAROLINA/NEW HAMPSHIRE VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00542019,OFF THE SIDELINES LA NC NH,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00566323,OFF THE SIDELINES SENATE 2014,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00454504,RED TO BLUE 2008,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00450775,SECURE OUR SENATE,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00447060,SENATE 2008,J,Joint fundraising committee,Q,PAC - Qualified,False
S0NH00219,"SHAHEEN, JEANNE",C00382820,SENATE MAJORITY 2002,J,Joint fundraising committee,X,Party - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00447094,SENATE VICTORY 2008,J,Joint fundraising committee,Q,PAC - Qualified,False
S0NH00219,"SHAHEEN, JEANNE",C00540971,SENATE VICTORY 2014,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00457325,SHAHEEN FOR SENATE,P,Principal campaign committee,S,Senate,True
S0NH00219,"SHAHEEN, JEANNE",C00368506,SHAHEEN FOR SENATE  COMMITTEE,P,Principal campaign committee,S,Senate,True
S0NH00219,"SHAHEEN, JEANNE",C00653469,SHAHEEN HEITKAMP VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00551333,SHAHEEN VICTORY FUND 2014,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00542043,TEXANS FOR A PROGRESSIVE SENATE,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00452219,VOICES FOR A SENATE MAJORITY,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00501791,WARNER KLOBUCHAR SHAHEEN VICTORY,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00447961,WOMEN FOR US SENATE,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00546085,WOMEN OF THE SENATE FUND,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00562116,WOMEN OF THE SENATE FUND 2014,J,Joint fundraising committee,S,Senate,False
S0NH00219,"SHAHEEN, JEANNE",C00556399,WOMEN ON THE ROAD TO THE SENATE: 16 AND COUNTING - LOS ANGELES,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00556373,WOMEN ON THE ROAD TO THE SENATE: 16 AND COUNTING- SAN FRANCISCO,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0NH00219,"SHAHEEN, JEANNE",C00556381,WOMEN ON THE ROAD TO THE SENATE: 16 AND COUNTING - SEATTLE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2OK00210,"SHANNON, T.W.",C00808360,T.W. FOR OKLAHOMA,P,Principal campaign committee,S,Senate,True
S4MT00183,"SHEEHY, TIM",C00829465,SHEEHY FOR MT SENATE REPUBLICAN NOMINEE FUND 2024,A,Authorized by a candidate,S,Senate,False
S4MT00183,"SHEEHY, TIM",C00844159,TIM SHEEHY FOR MONTANA,P,Principal campaign committee,S,Senate,True
S6IL00599,"SHEPHERD, JUMP WESLEY",C00907360,JUMP SHEPHERD FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S4TX00805,"SHERMAN, CARL OSCAR SR.",C00850461,CARL SHERMAN FOR TEXAS,P,Principal campaign committee,S,Senate,True
S6AR00199,"SHOFFNER, HALLIE",C00905471,HALLIE SHOFFNER FOR ARKANSAS,P,Principal campaign committee,S,Senate,True
S4WV00357,"SHREWSBURY, ZACHARY C",C00853242,SHREWSBURY FOR SENATE,P,Principal campaign committee,S,Senate,True
S6DE00198,"SHULLI, JOHN",C00933663,SHULLI FOR SENATE,P,Principal campaign committee,S,Senate,True
S2NC00547,"SIBHATU, LICHIA WOLDEGABREAL",C00785451,LICHIA SIBHATU AND COMMITTEE,P,Principal campaign committee,S,Senate,True
S4CA00944,"SIGMON, MICHAEL R",C00865451,MICHAEL SIGMON IS HELL BELL THE CALIFORNIA SENATE,P,Principal campaign committee,S,Senate,True
S4MD00418,"SIGMON, MICHAEL R",C00872747,MICHAEL SIGMON IS HELL BELL FOR THE MARYLAND SENATE,P,Principal campaign committee,S,Senate,True
S4WV00373,"SIGMON, MICHAEL R",C00857581,HELL BELL FOR THE SENATE,A,Authorized by a candidate,S,Senate,False
S4WV00373,"SIGMON, MICHAEL R",C00874271,HELL BENT FOR THE WEST VIRGINIA SENATE,P,Principal campaign committee,S,Senate,True
S4WV00381,"SIGMON, MICHAEL R",C00858803,MICHAEL SIGMON IS HELL BELL FOR THE SENATE,P,Principal campaign committee,S,Senate,True
S4MD00608,"SIGMON, MICHAEL RAY",C00872747,MICHAEL SIGMON IS HELL BELL FOR THE MARYLAND SENATE,P,Principal campaign committee,S,Senate,True
S4MD00541,"SIGMON, MICHAEL RAY",C00874263,HELL BENT FOR THE MARYLAND SENATE,P,Principal campaign committee,S,Senate,True
S6TX00495,"SIMMONS, JADE",C00923201,JADE SIMMONS FOR SENATE,P,Principal campaign committee,S,Senate,True
S6TX00586,"SIMS, DANIEL M",C00933440,REFORM TEXAS WITH DANIEL M SIMS,P,Principal campaign committee,S,Senate,True
S8AZ00197,"SINEMA, KYRSTEN",C00661314,ARIZONA NEVADA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S8AZ00197,"SINEMA, KYRSTEN",C00683094,ARIZONA OREGON VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S8AZ00197,"SINEMA, KYRSTEN",C00631960,BLUE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S8AZ00197,"SINEMA, KYRSTEN",C00677468,GREEN SENATE IMPACT 2018,J,Joint fundraising committee,S,Senate,False
S8AZ00197,"SINEMA, KYRSTEN",C00633925,JUSTICE 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8AZ00197,"SINEMA, KYRSTEN",C00666032,SENATE IMPACT MT & AZ,J,Joint fundraising committee,S,Senate,False
S8AZ00197,"SINEMA, KYRSTEN",C00508804,SINEMA FOR ARIZONA,P,Principal campaign committee,S,Senate,True
S8AZ00197,"SINEMA, KYRSTEN",C00685057,WOMEN ON THE ROAD 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8NJ00483,"SINGH, HIRSH",C00669077,SINGH FOR SENATE,P,Principal campaign committee,S,Senate,True
S8NJ00483,"SINGH, HIRSH",C00670737,SINGH FOR SENATE,P,Principal campaign committee,S,Senate,True
S0NJ00191,"SINGH, HIRSH V",C00670737,SINGH FOR SENATE,P,Principal campaign committee,S,Senate,True
S4CA00761,"SINGH, MAJOR",C00808436,MAJOR SINGH FOR CALIFORNIA,P,Principal campaign committee,S,Senate,True
